sample_id,alpha_betz_warning,alpha_bm_warning,m_lb,tau_recovery,q_nj_warning,ierq_max_bg
0,0.8019662405923009,0.7604351238906384,1.1586190043017268,25.363772064447403,73.97659741342068,6.744072230067104
1,0.6799563737213612,0.7604351238906384,1.1586190043017268,25.363772064447403,73.97659741342068,6.744072230067104
2,0.8019662405923009,0.6079983807727695,1.1586190043017268,25.363772064447403,73.97659741342068,6.744072230067104
3,0.8019662405923009,0.7604351238906384,1.1090951771475375,25.363772064447403,73.97659741342068,6.744072230067104
4,0.8019662405923009,0.7604351238906384,1.1586190043017268,23.6453994223848,73.97659741342068,6.744072230067104
5,0.8019662405923009,0.7604351238906384,1.1586190043017268,25.363772064447403,61.137844044715166,6.744072230067104
6,0.8019662405923009,0.7604351238906384,1.1586190043017268,25.363772064447403,73.97659741342068,5.3843491012230515
7,0.8019662405923009,0.6079983807727695,1.1090951771475375,23.6453994223848,61.137844044715166,5.3843491012230515
8,0.6799563737213612,0.7604351238906384,1.1090951771475375,23.6453994223848,61.137844044715166,5.3843491012230515
9,0.6799563737213612,0.6079983807727695,1.1586190043017268,23.6453994223848,61.137844044715166,5.3843491012230515
10,0.6799563737213612,0.6079983807727695,1.1090951771475375,25.363772064447403,61.137844044715166,5.3843491012230515
11,0.6799563737213612,0.6079983807727695,1.1090951771475375,23.6453994223848,73.97659741342068,5.3843491012230515
12,0.6799563737213612,0.6079983807727695,1.1090951771475375,23.6453994223848,61.137844044715166,6.744072230067104
13,0.6799563737213612,0.6079983807727695,1.1090951771475375,23.6453994223848,61.137844044715166,5.3843491012230515
14,0.6636943757161499,0.6673373849689961,0.9481716575101018,37.64543235767633,64.03929831460118,5.0583720789290965
15,0.7526871662214398,0.6673373849689961,0.9481716575101018,37.64543235767633,64.03929831460118,5.0583720789290965
16,0.6636943757161499,0.7376717745885253,0.9481716575101018,37.64543235767633,64.03929831460118,5.0583720789290965
17,0.6636943757161499,0.6673373849689961,0.8125796290114522,37.64543235767633,64.03929831460118,5.0583720789290965
18,0.6636943757161499,0.6673373849689961,0.9481716575101018,44.074357422068715,64.03929831460118,5.0583720789290965
19,0.6636943757161499,0.6673373849689961,0.9481716575101018,37.64543235767633,78.3689577691257,5.0583720789290965
20,0.6636943757161499,0.6673373849689961,0.9481716575101018,37.64543235767633,64.03929831460118,6.99474073946476
21,0.6636943757161499,0.7376717745885253,0.8125796290114522,44.074357422068715,78.3689577691257,6.99474073946476
22,0.7526871662214398,0.6673373849689961,0.8125796290114522,44.074357422068715,78.3689577691257,6.99474073946476
23,0.7526871662214398,0.7376717745885253,0.9481716575101018,44.074357422068715,78.3689577691257,6.99474073946476
24,0.7526871662214398,0.7376717745885253,0.8125796290114522,37.64543235767633,78.3689577691257,6.99474073946476
25,0.7526871662214398,0.7376717745885253,0.8125796290114522,44.074357422068715,64.03929831460118,6.99474073946476
26,0.7526871662214398,0.7376717745885253,0.8125796290114522,44.074357422068715,78.3689577691257,5.0583720789290965
27,0.7526871662214398,0.7376717745885253,0.8125796290114522,44.074357422068715,78.3689577691257,6.99474073946476
28,0.700951611213386,0.7073630107194185,1.033560598269105,29.28664030507207,67.830755636096,6.0120272962376475
29,0.6936361649632454,0.7073630107194185,1.033560598269105,29.28664030507207,67.830755636096,6.0120272962376475
