sample_id,alpha_betz_warning,alpha_bm_warning,m_lb,ierq_max_bg,erq_cap_mg,q_nj_warning
0,0.7997370026633144,0.7338933832570911,1.0683596008457243,4.891099311411381,90230.17738945782,73.26757922768593
1,0.700676864348352,0.7338933832570911,1.0683596008457243,4.891099311411381,90230.17738945782,73.26757922768593
2,0.7997370026633144,0.6580119296535849,1.0683596008457243,4.891099311411381,90230.17738945782,73.26757922768593
3,0.7997370026633144,0.7338933832570911,1.0361746679991484,4.891099311411381,90230.17738945782,73.26757922768593
4,0.7997370026633144,0.7338933832570911,1.0683596008457243,8.470718428492546,90230.17738945782,73.26757922768593
5,0.7997370026633144,0.7338933832570911,1.0683596008457243,4.891099311411381,75977.2902354598,73.26757922768593
6,0.7997370026633144,0.7338933832570911,1.0683596008457243,4.891099311411381,90230.17738945782,63.19176581688225
7,0.7997370026633144,0.6580119296535849,1.0361746679991484,8.470718428492546,75977.2902354598,63.19176581688225
8,0.700676864348352,0.7338933832570911,1.0361746679991484,8.470718428492546,75977.2902354598,63.19176581688225
9,0.700676864348352,0.6580119296535849,1.0683596008457243,8.470718428492546,75977.2902354598,63.19176581688225
10,0.700676864348352,0.6580119296535849,1.0361746679991484,4.891099311411381,75977.2902354598,63.19176581688225
11,0.700676864348352,0.6580119296535849,1.0361746679991484,8.470718428492546,90230.17738945782,63.19176581688225
12,0.700676864348352,0.6580119296535849,1.0361746679991484,8.470718428492546,75977.2902354598,73.26757922768593
13,0.700676864348352,0.6580119296535849,1.0361746679991484,8.470718428492546,75977.2902354598,63.19176581688225
14,0.7082076184079051,0.6327012896165252,0.968920755200088,7.780172495171428,59044.73722912371,65.63537599518895
15,0.7439358962327242,0.6327012896165252,0.968920755200088,7.780172495171428,59044.73722912371,65.63537599518895
16,0.7082076184079051,0.7482906741648913,0.968920755200088,7.780172495171428,59044.73722912371,65.63537599518895
17,0.7082076184079051,0.6327012896165252,0.8266016724519432,7.780172495171428,59044.73722912371,65.63537599518895
18,0.7082076184079051,0.6327012896165252,0.968920755200088,4.924615412950516,59044.73722912371,65.63537599518895
19,0.7082076184079051,0.6327012896165252,0.968920755200088,7.780172495171428,70007.65893608332,65.63537599518895
20,0.7082076184079051,0.6327012896165252,0.968920755200088,7.780172495171428,59044.73722912371,79.11610673181713
21,0.7082076184079051,0.7482906741648913,0.8266016724519432,4.924615412950516,70007.65893608332,79.11610673181713
22,0.7439358962327242,0.6327012896165252,0.8266016724519432,4.924615412950516,70007.65893608332,79.11610673181713
23,0.7439358962327242,0.7482906741648913,0.968920755200088,4.924615412950516,70007.65893608332,79.11610673181713
24,0.7439358962327242,0.7482906741648913,0.8266016724519432,7.780172495171428,70007.65893608332,79.11610673181713
25,0.7439358962327242,0.7482906741648913,0.8266016724519432,4.924615412950516,59044.73722912371,79.11610673181713
26,0.7439358962327242,0.7482906741648913,0.8266016724519432,4.924615412950516,70007.65893608332,65.63537599518895
27,0.7439358962327242,0.7482906741648913,0.8266016724519432,4.924615412950516,70007.65893608332,79.11610673181713
28,0.6757091234996915,0.7427630193158985,1.2419585203751922,6.16390008572489,72786.57387942076,58.51385264657438
29,0.650693120956421,0.7427630193158985,1.2419585203751922,6.16390008572489,72786.57387942076,58.51385264657438
30,0.6757091234996915,0.7213122484833002,1.2419585203751922,6.16390008572489,72786.57387942076,58.51385264657438
31,0.6757091234996915,0.7427630193158985,0.9433134798891842,6.16390008572489,72786.57387942076,58.51385264657438
32,0.6757091234996915,0.7427630193158985,1.2419585203751922,5.58428571652621,72786.57387942076,58.51385264657438
33,0.6757091234996915,0.7427630193158985,1.2419585203751922,6.16390008572489,56753.21687012911,58.51385264657438
34,0.6757091234996915,0.7427630193158985,1.2419585203751922,6.16390008572489,72786.57387942076,75.20772594958544
35,0.6757091234996915,0.7213122484833002,0.9433134798891842,5.58428571652621,56753.21687012911,75.20772594958544
36,0.650693120956421,0.7427630193158985,0.9433134798891842,5.58428571652621,56753.21687012911,75.20772594958544
37,0.650693120956421,0.7213122484833002,1.2419585203751922,5.58428571652621,56753.21687012911,75.20772594958544
38,0.650693120956421,0.7213122484833002,0.9433134798891842,6.16390008572489,56753.21687012911,75.20772594958544
39,0.650693120956421,0.7213122484833002,0.9433134798891842,5.58428571652621,72786.57387942076,75.20772594958544
40,0.650693120956421,0.7213122484833002,0.9433134798891842,5.58428571652621,56753.21687012911,58.51385264657438
41,0.650693120956421,0.7213122484833002,0.9433134798891842,5.58428571652621,56753.21687012911,75.20772594958544
42,0.7826206724718213,0.650204348526895,0.8300140709616244,6.5560000305995345,79516.36537909508,80.88348739780486
43,0.7939451913908124,0.650204348526895,0.8300140709616244,6.5560000305995345,79516.36537909508,80.88348739780486
44,0.7826206724718213,0.6318180918321014,0.8300140709616244,6.5560000305995345,79516.36537909508,80.88348739780486
45,0.7826206724718213,0.650204348526895,1.1704470487311482,6.5560000305995345,79516.36537909508,80.88348739780486
46,0.7826206724718213,0.650204348526895,0.8300140709616244,7.020938630215824,79516.36537909508,80.88348739780486
47,0.7826206724718213,0.650204348526895,0.8300140709616244,6.5560000305995345,87868.57109516859,80.88348739780486
48,0.7826206724718213,0.650204348526895,0.8300140709616244,6.5560000305995345,79516.36537909508,59.26140142604709
49,0.7826206724718213,0.6318180918321014,1.1704470487311482,7.020938630215824,87868.57109516859,59.26140142604709
50,0.7939451913908124,0.650204348526895,1.1704470487311482,7.020938630215824,87868.57109516859,59.26140142604709
51,0.7939451913908124,0.6318180918321014,0.8300140709616244,7.020938630215824,87868.57109516859,59.26140142604709
52,0.7939451913908124,0.6318180918321014,1.1704470487311482,6.5560000305995345,87868.57109516859,59.26140142604709
53,0.7939451913908124,0.6318180918321014,1.1704470487311482,7.020938630215824,79516.36537909508,59.26140142604709
54,0.7939451913908124,0.6318180918321014,1.1704470487311482,7.020938630215824,87868.57109516859,80.88348739780486
55,0.7939451913908124,0.6318180918321014,1.1704470487311482,7.020938630215824,87868.57109516859,59.26140142604709
56,0.7467868737503887,0.7873848067224026,0.9268369595520198,7.441280662082136,81466.6154794395,76.54374672099948
57,0.6676338694617152,0.7873848067224026,0.9268369595520198,7.441280662082136,81466.6154794395,76.54374672099948
58,0.7467868737503887,0.6919004320725799,0.9268369595520198,7.441280662082136,81466.6154794395,76.54374672099948
59,0.7467868737503887,0.7873848067224026,0.891513064969331,7.441280662082136,81466.6154794395,76.54374672099948
60,0.7467868737503887,0.7873848067224026,0.9268369595520198,4.135893784463406,81466.6154794395,76.54374672099948
61,0.7467868737503887,0.7873848067224026,0.9268369595520198,7.441280662082136,55302.08135023713,76.54374672099948
62,0.7467868737503887,0.7873848067224026,0.9268369595520198,7.441280662082136,81466.6154794395,58.535383297130466
